CUSTOMER_NUMBER,BENFORD_DEV,ACTIVITY_SEQ_RARITY,TRANS_AMOUNT_Z_SCORE,BALANCE_COVERAGE_RATIO,SPIKE_1H_VS_24H,SPIKE_24H_VS_7D,SPIKE_7D_VS_30D,TRANS_AMOUNT_VS_30D_AVG_RATIO
292383,0.5666684,-0.17249526,7.0922966,-0.15146957,-0.023356292,-0.10285785,-0.28370002,4.3004017
292989,-0.7780974,-0.12730579,3.7561824,-0.3819883,-0.5171913,-0.10826856,0.12469256,5.4963336
292989,-0.6836339,-0.13492207,3.9595635,-0.3227417,0.25077432,-0.11125275,-0.20828341,5.3577857
293049,-0.6370442,-0.13320065,8.66064,2.4523184,0.029210724,-0.081455685,0.18216269,3.5126166
293929,0.7096791,-0.17570534,3.3847785,0.36699897,0.024139512,-0.10285785,-0.2727421,6.564913
293929,0.7721488,-0.05376436,8.311734,0.6936132,-0.41842505,-0.10037621,-0.18729858,2.678567
294001,0.34021232,-0.16985147,3.9499705,-0.29072842,-0.39037648,-0.10559509,-0.18857689,5.6161313
294081,-0.21085763,-0.17198087,6.6754227,0.5114057,-0.42010188,-0.11125275,-0.19797066,4.3010836
294249,-0.3216637,-0.17503232,6.727969,-0.14281063,0.035980944,-0.11125275,-0.25384971,4.2531395
294731,-0.7811301,-0.12022364,6.584424,-0.83949274,-0.48720402,-0.10736111,-0.058954485,4.1237364
295241,-0.54934996,0.022591755,3.872713,3.7322285,0.37704802,-0.06918649,0.21091822,0.9186229
295591,-0.75344735,-0.11428431,3.2134023,-1.0230104,-0.52649474,0.18676469,0.1463408,6.1223097
295591,-0.7234344,-0.13097973,6.7272797,-0.50462383,0.052720595,-0.10736111,-0.22586684,4.0692782
295945,-0.1653785,-0.15530951,6.7851605,-1.1465709,-0.2203741,-0.10170345,0.12217761,4.245581
296038,-0.535862,-0.14259163,7.311138,2.2324789,0.22355847,-0.081455685,0.36335176,4.1065493
296078,-0.36140162,-0.16588198,6.720571,-0.7579515,0.038590312,-0.10495566,-0.23351763,4.207477
296110,0.40225926,-0.1427121,4.1600523,-1.2348768,-0.15898275,-0.09915771,-0.16546948,5.6396103
296204,-0.7193712,-0.16561715,3.8209543,-0.24767965,-0.49631602,0.22748643,-0.014367311,5.549807
296204,-0.74097735,-0.15759425,7.851309,-0.35637516,-0.47796628,-0.11682494,-0.15924408,2.997249
296204,-0.72434497,-0.1657349,6.4987493,-0.2474823,-0.44466153,-0.1093005,-0.15924408,4.191594
296615,0.7131636,-0.16935095,8.263461,-0.13685708,-0.47603017,-0.09987366,0.23787363,3.345934
296703,-0.70442504,-0.1276281,8.236508,-0.871636,0.48758227,-0.10736111,-0.22337027,2.9500315
296972,-0.684461,-0.053878512,8.086284,0.55876666,-0.55761284,-0.10826856,0.12867439,2.4719436
297008,0.48782086,-0.06242622,3.8078969,0.49272466,0.74154,0.22331886,0.3290789,0.68968815
297038,-0.7620012,-0.13361111,3.7679603,0.22443685,-0.2729806,-0.10826856,0.23739317,5.715041
297574,-0.16567342,-0.15639779,6.7863455,-1.1722769,-0.26729628,-0.098719254,0.2987769,4.269904
297574,-0.15155603,-0.16440777,6.8255844,-1.074945,0.25262058,-0.10170345,-0.24691425,4.095314
297574,-0.15051748,-0.16277872,4.1947093,-1.12385,0.2349605,0.15745158,-0.19403066,5.4602966
297784,0.677609,-0.17178296,7.086354,-0.0026183734,0.04735926,-0.09987366,0.30496362,4.492474
297799,-0.7499801,-0.12969954,6.6873765,-0.2583316,-0.20680004,-0.11125275,-0.1764757,4.1379585
297799,-0.7321261,-0.13400517,6.6019692,0.08485353,-0.4980688,-0.11125275,-0.06367836,4.285616
298138,0.5168496,0.013505621,6.8514996,-1.3370433,-0.32629845,-0.09915771,-0.16932845,4.4091616
298228,-0.6427842,-0.13059436,3.790664,0.4372199,-0.17815568,-0.11682494,-0.1367512,5.6402483
298395,0.5956158,-0.17813165,7.140159,0.95428705,0.23113753,-0.10037621,-0.056991626,4.426808
298423,-0.5468427,-0.05009167,6.442139,2.8944755,0.07948832,-0.06918649,0.21539229,-1.8841043
298617,-0.63123065,-0.12555249,3.2724106,3.918475,-0.4853839,-0.081455685,0.08248351,2.532636
298617,-0.5210357,-0.06374994,2.2317145,3.7408469,0.8449229,-0.03230477,0.19787864,1.0814761
298661,-0.66539,0.06456758,8.091825,0.41040143,-0.53776485,-0.10631631,0.142363,2.367139
299353,-0.69982016,-0.053996254,8.061545,0.23809673,-0.5200711,-0.11125275,-0.12234766,2.3627622
299842,0.06280978,-0.17465374,6.88646,-0.42970857,0.03397759,-0.10170345,-0.27889198,4.1784945
299912,-0.63610405,-0.14543663,2.6266005,0.20111832,0.06171619,0.10236001,-0.21044187,6.2514
299912,-0.60030925,-0.14581394,3.9931374,0.31218705,0.21098901,0.17988884,-0.20427456,5.56374
299912,-0.586324,-0.06568761,8.534052,0.67725277,0.41175953,0.33537778,-0.1837548,2.5808454
299982,-0.6411167,-0.14488286,7.04017,0.5048198,0.7918098,-0.10631631,0.37604633,4.288003
299982,-0.645298,-0.13602419,6.654261,0.39948532,-0.410286,-0.11125275,-0.15935342,4.1569495
299997,-0.32403773,0.35224956,6.8303065,-0.117511176,0.55292743,-0.10097908,-0.24912483,4.371584
300342,-0.6890158,0.7650249,3.8505073,-0.35727298,0.011856877,-0.12251761,-0.1902343,5.4984336
301479,-0.5888222,-0.13442445,7.166387,2.1432302,-0.2176496,-0.081455685,0.16694465,4.313327
301479,-0.56955224,-0.14069003,8.781725,1.773522,0.5754256,-0.09027551,0.36335176,3.6091182
301847,-0.6707423,0.1487529,8.0050335,0.29935873,-0.49296883,-0.11125275,-0.15935342,3.1130407
302001,-0.6651457,-0.13412257,7.9998317,0.4937835,-0.47505757,-0.11125275,-0.15935342,3.052043
302022,0.6232455,-0.16401538,6.907655,-0.6955252,-0.33643994,-0.09896621,-0.19063625,4.318073
302022,0.5193465,-0.16644739,7.0105877,-0.6626524,-0.0062656207,-0.09896621,-0.2633679,4.302118
302206,-0.5088974,-0.06137703,9.4698925,3.0148911,0.7949228,-0.08443987,-0.044771373,3.408616
303421,-0.6337801,-0.14150335,3.847719,0.5425502,0.2714064,-0.10578692,0.17699401,5.6348057
303421,-0.66684324,-0.13442445,3.109578,0.4610758,-0.020125419,-0.10826856,0.20650889,6.387954
303505,-0.52629066,-0.17819546,3.3676534,0.5282264,0.7662112,-0.1093005,-0.21069491,6.324293
303505,-0.4329921,-0.17590424,7.262166,2.111672,0.38131824,-0.08443987,-0.2264531,4.2080317
303581,-0.5729626,-0.16828798,3.7604501,0.8145436,-0.45251742,-0.10186993,-0.091355585,5.75139
303581,-0.5474324,-0.17578651,3.2105608,1.0708758,0.5442649,-0.098885745,0.20215522,2.7191117
304002,-0.1362117,-0.1794794,3.2899282,0.35934293,0.38871112,-0.11125275,-0.24289182,6.394567
304002,-0.10760699,-0.17936167,3.9753337,0.6205088,0.53318465,-0.10826856,0.23172192,5.8405867
304002,-0.14462094,-0.17936167,6.891828,0.72893983,0.2718297,-0.10877111,-0.04472712,4.243212
304024,-0.408771,-0.17058097,6.5689616,-0.16461,-0.5298109,-0.10826856,0.19149657,4.3959394
304463,-0.49099883,-0.077895224,2.3777177,3.6300423,1.1509185,-0.03528896,-0.04952815,0.63542926
305148,0.38897258,-0.17556815,8.451395,0.6765591,0.00033519417,0.15673564,0.41599512,3.2859807
305148,0.2796983,-0.1796412,8.454278,-0.116205364,0.42215633,0.15375146,-0.28370002,3.2667286
305151,-0.4770028,-0.057081882,2.1936378,3.6154134,0.44782862,-0.041329335,-0.12970987,1.3784293
305157,-0.4720682,-0.14362869,6.5356116,-1.4044698,-0.40788388,-0.10755261,-0.13947822,4.224375
305562,-0.65079737,0.077069394,6.7663784,-0.75727195,0.24700126,-0.10736111,-0.22467111,4.19497
305766,-0.70879203,-0.13442445,6.9029837,0.98251206,-0.2187417,-0.098885745,0.15374613,4.346097
305908,0.74596816,-0.1698198,8.724722,1.6134421,-0.45481727,-0.081880614,0.34813055,3.6914358
306031,-0.6105147,-0.17060922,8.146838,0.6365788,-0.058080673,-0.10578692,0.24281494,3.1566293
306159,-0.5462842,-0.13442445,4.2145534,2.1224067,-0.028440207,-0.08443987,0.061786745,5.568617
306159,-0.55833447,-0.12922788,7.032269,2.7882938,-0.46409193,0.37520173,0.27030653,4.0022135
306159,-0.58766085,-0.13400482,4.1539044,2.1728008,-0.42161003,-0.081455685,0.12155228,5.5634503
306159,-0.5979064,-0.13319148,3.8003812,2.9334333,-0.4749655,-0.081455685,0.23748301,3.0435998
306423,-0.68679863,-0.14069003,8.3973675,1.1699172,0.32486996,-0.098885745,0.35015324,3.4363859
306651,-0.55712914,-0.13905759,6.971813,0.9365201,0.016549682,0.1433097,-0.22666603,4.22562
306694,-0.7801269,-0.13436367,2.5672061,-0.29982156,-0.48447037,-0.06405826,-0.06223809,6.112441
306694,-0.7288562,-0.13400482,8.0222845,0.27593905,-0.5385062,-0.11125275,-0.016816985,3.0831354
306694,-0.7321447,-0.0518541,8.060299,0.15823719,-0.55356234,-0.11125275,-0.04981236,2.3160655
306718,-0.69476056,0.7965556,3.1553392,-0.98955435,0.069848396,-0.11862598,0.04844534,6.213443
306745,0.4147602,-0.17063312,3.8570676,0.2934972,-0.49608573,-0.1026109,0.29012638,5.8531103
306921,0.5981169,-0.14493628,6.9749613,-1.2939647,-0.011154384,-0.09915771,-0.16569747,4.4511695
306921,0.6143133,-0.14939557,2.9118097,-1.2133212,-0.31313092,-0.056291696,-0.146937,6.390845
307018,2.163484,-0.16967973,8.578244,-0.15633084,-0.4007782,-0.10036693,-0.21096835,3.3469234
307314,-0.5704929,-0.1409263,2.8518975,1.1770016,-0.020770632,-0.05645734,-0.0342558,6.305868
307314,-0.5118446,-0.13905759,4.1749043,1.2438289,0.0056352094,0.12074746,-0.19764131,5.630857
307314,-0.52080405,-0.1416211,2.3840292,1.5829551,0.8291816,-0.0932597,-0.19764131,2.8424094
307314,-0.5655094,-0.1364138,3.5509348,1.5069991,-0.4478453,0.77565813,-0.12187723,2.7667663
307314,-0.5257445,-0.06149477,3.5009356,1.6649725,0.38702127,-0.0932597,-0.16512153,2.0520208
307321,0.17724714,-0.022834066,3.476853,0.6400916,0.918876,-0.10311345,-0.28428188,2.672208
307560,-0.3834948,-0.16555941,8.065711,-0.86767256,-0.07880331,-0.10495566,-0.22259115,3.029067
307902,-0.7496945,-0.13180599,6.655294,-0.102678485,0.12019759,-0.10826856,0.31375718,4.2850003
308097,-0.28656054,-0.16405448,6.7175508,0.6654086,-0.51193506,-0.10826856,0.20339511,4.333617
308320,-0.42009,-0.17006522,2.5912395,0.2140816,-0.53987914,-0.061074063,0.23316933,6.3751807
308320,-0.3908099,-0.16459185,6.7877254,0.6352222,-0.19539087,-0.11125275,-0.21492438,4.201403
308320,-0.38619936,-0.16417223,6.6691113,0.6015484,-0.44229513,-0.11125275,-0.20181093,4.200775
308320,-0.39751205,-0.16676533,3.907535,0.31751248,-0.26137918,0.18287304,0.13586251,5.753918
308406,-0.22605194,-0.06108349,3.8361413,1.6597795,0.5351037,-0.0792265,-0.039622396,1.7664798
308417,-0.63531405,-0.13433437,3.7162173,0.681534,-0.43572852,-0.10877111,-0.123637736,5.728864
308659,-0.49702075,0.4191356,7.142019,2.3729978,-0.38883635,-0.07416621,-0.14799523,4.1322737
308659,-0.43212113,0.51885134,7.432391,2.1859136,0.67596203,-0.07416621,-0.23622133,4.1103687
308782,-0.44201317,-0.15361345,6.689962,-1.324517,0.048792906,-0.10755261,0.08444195,4.2587676
309141,2.0859563,-0.17041613,7.03786,0.8258031,-0.42559454,-0.07938969,0.23836748,4.3645077
309475,-0.50350183,-0.025281854,5.981123,2.8179767,0.070664726,-0.067422464,0.30528194,-0.43215948
309475,-0.49138618,-0.0126977,7.136089,2.1386273,-0.035859562,-0.08443987,-0.03995793,4.346937
309475,-0.46457657,-0.012815444,7.13317,2.1383348,-0.07252612,-0.08443987,-0.21552658,4.2973094
309746,-0.6914647,-0.17082447,3.2174635,-0.17653689,0.30339506,-0.10826856,0.18542023,6.1612806
309746,-0.6427159,-0.16692407,6.686879,0.10109405,-0.20820236,-0.11125275,-0.1850545,4.2711873
310030,-0.6081479,-0.16692407,6.696718,0.14590232,-0.044371054,-0.11125275,-0.22832717,4.2703257
310030,-0.6665907,-0.1638633,3.1516178,-0.24621642,-0.044371054,-0.11125275,-0.19865778,6.1400805
310030,-0.5764279,-0.17104952,6.773793,0.40651116,0.0049745627,-0.11125275,-0.23308635,4.125224
310122,-0.68749964,-0.10545511,3.3421214,-1.2506237,0.01661865,0.1934466,-0.15317324,6.127586
310122,-0.688912,-0.1276281,6.8292646,-0.7608479,0.45371467,-0.10736111,-0.22337027,4.076483
310122,-0.7309223,-0.10323094,6.62486,-1.3545837,-0.05006937,-0.105600365,-0.17248052,4.1250854
310122,-0.7292712,-0.110309824,8.23437,-1.5619302,0.24826081,0.1934466,-0.17556468,2.8596911
310122,-0.7036497,-0.12064838,6.708618,-1.0696483,0.24807763,-0.10631761,-0.21616073,3.999225
310134,-0.53271264,-0.13664863,7.1384068,2.1464446,0.037319783,-0.08443987,0.0047075385,4.2703133
310159,-0.7275539,-0.1083984,6.6239915,-1.2547414,-0.058661483,-0.10755261,-0.17474203,4.081533
310159,-0.73942435,-0.11050484,6.635552,-1.2562381,0.051608793,-0.10755261,-0.0182127,4.1194296
310159,-0.7918309,-0.1005201,7.8655124,-1.5797464,-0.4339461,-0.10755261,-0.12933081,2.8232136
310301,-0.7771853,-0.11401244,6.5111437,-1.1442811,-0.43622598,-0.10736111,-0.13010485,4.054759
310743,0.6755158,-0.1442204,3.4205925,-1.207548,-0.32547796,-0.09915771,-0.146937,6.4017587
310836,-0.1667059,-0.17369363,3.856201,0.9122254,0.07517208,-0.10578692,0.37829995,5.918003
311094,-0.65964216,-0.13716805,7.0818973,-0.23013826,0.45250767,0.33537778,-0.23067485,4.100837
311094,-0.6644029,-0.13812567,7.32666,-0.24646696,0.7393317,0.80130005,-0.22222342,4.201689
311094,-0.6771163,-0.13812567,7.1577296,-0.46394765,0.45802915,0.58853775,-0.21741538,4.144329
311414,0.66387653,-0.16438998,7.0655704,0.47807735,-0.23613727,-0.10544586,0.37393376,4.503999
311556,-0.49835843,-0.1416211,4.227312,1.311475,0.46570054,-0.0932597,-0.19764131,5.6457753
311556,-0.5463946,-0.1416211,4.3739715,1.2969431,1.0333393,-0.0932597,-0.23133883,5.55364
311556,-0.5355691,-0.1416211,3.4859045,1.5712466,0.2186735,-0.0932597,-0.19764131,2.6242187
311676,-0.4696234,-0.071491264,6.3254128,3.9246693,0.47632825,-0.06659849,-0.14090776,-0.87535435
311676,-0.43432134,-0.07378248,2.653331,3.660383,0.5413753,0.0416337,-0.1376571,1.0081332
311676,-0.54264605,-0.0581433,3.6958659,3.4959579,-0.43393987,-0.07217068,-0.08779564,1.261893
311676,-0.4573951,-0.06663655,3.7946274,3.8035464,0.11561397,-0.06659849,-0.1376571,0.9246187
311897,-0.27246422,-0.04827138,8.203097,-1.6096115,-0.029851077,-0.10189495,-0.17265654,2.2094846
311907,-0.61257696,0.0254849,6.6483717,-1.3916006,-0.17920202,-0.10755261,-0.016498538,4.278915
312537,-0.6121239,0.027182378,7.0972023,1.4019035,-0.22449715,-0.09027551,0.16694465,4.3585725
312537,-0.5904263,0.03333369,8.440723,1.691674,-0.4478453,-0.09883189,-0.15272014,3.4737322
312537,-0.6682635,0.02841533,3.7102158,0.7171572,-0.52861166,-0.10578692,0.25017756,5.9257193
312537,-0.5909229,0.027064636,3.1742225,0.7069702,-0.06619881,-0.10877111,-0.19334808,6.474572
312537,-0.6242381,0.027484257,3.7162173,0.67873544,-0.4361521,-0.10877111,-0.13696197,5.819605
312819,-0.5886441,-0.13319148,8.596955,2.5197637,-0.465692,-0.081455685,0.2697667,3.5533342
312830,-0.70440584,-0.13487683,6.7815695,-0.19099249,0.2457942,-0.11125275,-0.23067485,4.0671773
312994,-0.6290281,-0.13676637,6.773793,0.3979692,0.012393909,-0.11125275,-0.22666603,4.113375
312994,-0.61057734,-0.13905759,6.891489,0.41806728,-0.00018444564,0.17988884,-0.22666603,4.143815
312994,-0.6112487,-0.13959669,3.2682762,0.17352638,0.4668149,-0.11125275,-0.20347056,6.247725
312994,-0.6197351,-0.06149477,8.323003,0.59905034,0.25625104,-0.11125275,-0.1837548,2.4620235
313388,0.49293685,-0.14250427,8.2051525,-1.5549935,-0.3587827,-0.09915771,-0.16932845,3.0159767
313852,-0.17937255,-0.017872568,9.217478,2.9149206,0.21460679,-0.08443987,-0.25865,3.8695643
314285,0.22665182,-0.17517856,7.35433,2.2083488,0.032557465,-0.078782216,0.13334079,4.104053
314471,-0.6673849,-0.13611825,3.6713266,0.27674705,-0.45539975,-0.11125275,-0.06670682,5.6458573
314471,-0.65403074,-0.13590644,6.7909374,0.9697187,-0.51933813,-0.098885745,0.2187574,4.3650184
314641,0.43293574,-0.05883445,5.895498,1.4654276,0.28672743,-0.07919487,0.280416,-0.4815589
314885,-0.45683444,-0.063745365,4.069943,1.9606299,1.0573103,-0.06659849,-0.1783148,0.48337302
315134,-0.65130764,-0.13361111,4.0667963,1.2920017,-0.24454784,-0.09027551,0.22469863,5.7397556
315652,0.606026,-0.17327693,4.0389876,0.51778936,0.012647309,-0.10285785,-0.008538199,5.8507175
315652,0.6315439,-0.17176507,8.419244,1.0455247,-0.16855258,-0.10037621,-0.24093437,3.478019
315955,-0.83045965,-0.114374205,3.091933,-0.7738394,-0.535879,-0.10994911,0.13861729,6.1434994
316094,0.65559626,0.33518437,7.2165174,-0.08097104,0.42382994,-0.092584185,0.014058331,4.5958023
316094,0.66262007,0.34875497,7.1693935,-0.102886625,0.22343099,-0.092584185,-0.2727082,4.4634995
316094,0.6120609,0.3450858,3.7188303,-0.64448744,0.94716626,-0.08375611,0.2624245,2.757423
316367,2.5249164,-0.16399288,3.9306226,-0.039841432,-0.13750336,-0.10593913,-0.20710938,5.86762
316519,-0.41038203,-0.052852537,1.8958118,4.3605614,0.5536258,0.04906294,-0.1373496,0.4808971
317189,-0.015403242,-0.16828413,8.217055,0.36617103,0.010993569,-0.11116729,-0.2806114,3.1285179
317381,0.7990989,-0.16874546,8.430781,-0.078765206,-0.08134482,-0.09987366,0.40196678,3.456619
317738,-0.6017321,-0.13433437,3.7162173,0.6903677,-0.42645502,-0.10877111,-0.13696197,5.7311125
317738,-0.5679203,-0.13412257,8.440658,1.7036493,-0.4385718,-0.0932597,-0.15272014,3.3854518
317738,-0.65403074,-0.13400482,6.789987,0.96819144,-0.51103026,-0.098885745,0.21102591,4.3650184
318072,0.8014875,-0.049841963,8.38749,-0.28221402,-0.47957143,-0.09987366,0.1925013,2.5124133
318349,0.6292924,-0.17134543,6.9085875,0.6565257,-0.36440137,-0.10037621,-0.17795607,4.348554
318349,0.60322595,-0.17134543,3.9322731,0.26334897,-0.3820831,-0.10285785,-0.20542946,5.842727
318349,0.5174932,-0.17127396,4.026565,0.23975962,-0.06574793,-0.10285785,-0.25653747,5.832724
318558,-0.49330363,-0.017333891,4.1771045,2.6054802,0.24055365,-0.07217068,-0.038329944,0.7361814
318677,0.6251962,-0.008664265,3.506048,-0.20721924,-0.1545312,-0.10285785,-0.20710938,6.392412
318677,0.7874942,-0.009026302,6.999872,0.44996998,-0.42844158,-0.09987366,0.25106204,4.562079
318677,0.58206517,-0.011302145,6.991595,0.2494711,0.032351784,-0.10285785,0.06642034,4.6638594
318820,-0.50250256,-0.044037748,6.091161,3.9683268,-0.45765603,-0.07217068,-0.08309905,-1.5884866
318826,0.72472334,-0.051755555,3.2097995,1.0335352,-0.2515166,-0.09739202,0.19333237,2.064257
318864,-0.5041716,-0.13577165,4.227378,1.2932318,0.43580386,-0.09883189,-0.19764131,5.6245327
318942,-0.70145327,0.042327017,3.9480383,-0.9476932,0.29070675,-0.10736111,-0.032313563,5.4428706
318942,-0.7870898,0.041594993,6.586496,-0.8345787,-0.46948183,-0.10736111,-0.077182904,4.208487
319027,0.78037584,-0.17090392,8.454101,-0.40209052,-0.07582333,-0.095982015,0.38608974,3.3901756
319494,0.57201177,-0.17439689,8.385359,-0.1392462,0.011953441,-0.10285785,-0.28370002,3.1671705
319513,0.4239926,-0.062958345,1.9217817,4.388815,0.83295935,0.046193272,0.5128314,0.60046405
319513,0.3643345,-0.066290006,1.5169449,4.51002,0.36245623,0.09021575,-0.038500227,0.5151948
319513,0.2987363,-0.073071636,1.569277,4.4704976,0.63806474,0.09021575,-0.21650347,0.42353433
319523,0.5870343,-0.14752929,8.297123,-1.1380237,-0.19282615,-0.10453841,-0.03553222,3.1225417
319688,-0.28593087,-0.17503232,3.8692627,-0.15754026,0.09011417,-0.1088473,-0.23145829,5.5738254
319877,-0.6492804,-0.16789427,6.7986026,0.36179638,-0.27438292,-0.10826856,0.30670807,4.295146
319900,-0.7122237,-0.13590644,6.6704025,0.3037579,-0.5052014,-0.11125275,-0.016816985,4.195799
319900,-0.6952077,-0.056652132,8.309003,-0.37232,0.50041914,-0.11125275,-0.1877636,2.303776
319900,-0.7294622,-0.13157114,3.953229,-0.23354065,-0.44641432,0.48967007,-0.13555177,5.529737
319913,-0.6167898,0.21270245,3.6658719,0.4461602,-0.4979563,-0.11125275,-0.06670682,5.7679706
319913,-0.56635857,0.21843415,6.7431874,0.9694159,-0.44681832,-0.107442126,-0.15935342,4.3683043
319913,-0.55536246,0.25029647,8.37696,1.1573149,0.274283,-0.10186993,-0.22666603,3.4073467
320002,-0.23910002,-0.060394473,3.8586454,1.5529383,0.7620648,-0.075418316,-0.17329758,1.2081281
320103,-0.78678954,-0.12012958,7.920717,-0.9400542,-0.47103068,-0.10736111,-0.15063861,2.9026976
320103,-0.7426632,-0.10828066,3.192242,-1.1345333,-0.17879875,-0.10755261,-0.025748165,6.0940547
320171,-0.079152524,-0.16312043,3.9095407,-0.76128453,-0.49391735,-0.098719254,0.18811126,5.620438
320171,-0.067663014,-0.16980565,4.236393,-0.662603,0.7756821,-0.098719254,0.35740775,5.636538
320281,-0.851854,-0.047134247,8.0898285,-0.5210908,-0.58043385,-0.10826856,0.10393674,2.1803186
320399,1.6649691,-0.045501642,3.8098443,1.9037709,-0.3986594,-0.06079159,0.15821001,-0.01963994
320946,0.6968621,-0.1778477,2.9471185,0.45744663,0.34302685,-0.06304802,0.27554855,6.6633067
321311,0.06307731,-0.1827412,9.162677,2.3035667,0.30663148,0.661843,0.4169012,3.7975838
321634,-0.65577024,-0.13400482,6.708326,0.8086767,-0.48168945,-0.10877111,-0.06598863,4.281068
321634,-0.6081681,-0.1380172,6.7666883,0.61974865,0.01836838,-0.1077276,-0.22666603,4.108354
321634,-0.5737939,-0.13412257,6.9516726,1.390397,-0.41454053,-0.0932597,-0.15272014,4.166828
322139,0.3719745,-0.17006327,6.781171,-0.14862421,-0.38995287,-0.10559509,-0.21096835,4.3727064
322915,-0.27883816,-0.051964406,8.114942,0.5157795,-0.5676314,-0.10826856,0.26588473,2.4809873
322986,0.81570107,-0.1698198,7.08019,0.9589422,-0.44312403,-0.09049084,0.3608251,4.578584
323529,-0.6481996,-0.13319148,3.8003812,2.9334333,-0.4749655,-0.081455685,0.21158992,3.0280633
323541,-0.5989211,-0.13671567,3.6470242,1.9541225,-0.033483423,0.37520173,0.21558283,6.491996
323549,-0.72101057,-0.16483384,3.867912,-0.34296125,-0.26987946,-0.10826856,0.2669577,5.5245123
323582,0.85400355,-0.15517412,7.038982,-0.9825288,0.053813897,-0.095982015,0.2777766,4.403572
323582,0.7311225,-0.15125802,2.903887,-1.1906865,-0.31313092,0.46822846,-0.13848555,6.4157276
323700,0.6346471,-0.14250427,8.2051525,-1.527296,-0.3587827,-0.09915771,-0.16932845,3.1253712
324754,-0.86672854,-0.045537077,8.006464,-1.3469481,-0.58115757,-0.10437692,0.17000079,2.1414971
324816,0.08698688,-0.17450695,7.2546535,2.133385,0.045145676,-0.07579802,0.31048247,4.413555
325085,-0.70714676,-0.13192374,6.711256,-0.19828092,0.09993001,-0.11125275,-0.23067485,4.1090055
325421,2.182865,-0.16230464,3.4563167,-0.15055944,-0.4993549,-0.10544586,0.29672807,2.5468035
325519,-0.6104813,-0.053065177,8.63497,2.6350577,-0.49491838,-0.081455685,0.20628907,2.940727
325621,-0.4715308,-0.15769063,6.7028217,-0.822008,-0.22408475,-0.1129333,-0.03047725,4.233741
325869,-0.7891077,-0.046468157,7.9751782,-1.3482075,-0.48749438,-0.10736111,-0.11285485,2.1276166
325965,-0.77320606,-0.1357167,8.246004,-0.554281,0.34141755,-0.10437692,0.23197205,3.0212765
326063,0.56718856,-0.18003328,4.22702,0.8308439,0.63049185,-0.10037621,-0.05770983,5.9420457
326303,-0.32858717,0.011522988,6.761359,-0.10553178,0.09449811,-0.10826856,0.38402858,4.5090604
326341,0.55614454,-0.17813165,8.685859,1.2255685,0.46126422,-0.09347504,0.12670751,3.6640828
326718,-0.79116464,-0.102303974,6.5628896,-1.4007273,-0.45167208,-0.10456842,0.1414841,4.199972
326718,-0.7655932,-0.04623528,8.099916,-1.6104264,-0.0322048,-0.10755261,-0.14541957,2.1563733
326928,-0.6700508,-0.14050667,2.5732355,0.67806554,-0.4685146,-0.06366005,-0.0533826,6.383714
326953,0.6702874,-0.17214105,7.066456,0.4808165,-0.2439932,-0.09987366,0.37393376,4.503999
327268,1.8185121,-0.17062396,7.243877,0.7559159,-0.042408768,-0.09739202,0.38237527,4.3604236
327484,0.15197906,-0.17368457,8.277097,-0.19024675,0.051385596,-0.1026109,0.29990217,3.1716444
327700,-0.7381093,0.028203532,3.6650302,0.43133426,-0.5337887,-0.10826856,0.22428446,5.820515
327919,-0.6841433,-0.11939756,6.771574,-1.088415,0.46341515,-0.10736111,-0.21616073,4.041155
328216,0.6740212,-0.16874546,7.077946,0.0020869765,-0.04804004,-0.09987366,0.40196678,4.5415707
328216,0.62038195,-0.16190197,3.4135687,-0.6556411,-0.33686352,-0.09896621,-0.16824481,6.3094215
328275,0.784339,-0.061409198,3.972188,1.0179175,0.7800392,0.10368579,-0.23670575,1.8869647
328275,0.76485264,-0.17841518,3.415296,0.9019154,0.39004892,-0.10037621,-0.2727421,2.6630206
328275,0.7719155,-0.061409198,3.71636,1.0887053,0.80723935,0.24101344,-0.23670575,2.3016732
328275,0.82166976,-0.061409198,3.856569,1.0466393,0.27233168,0.3242552,-0.23670575,1.7148792
328631,-0.27751645,-0.1666983,6.798824,0.47296003,0.07270427,-0.11125275,-0.04856739,4.246656
328631,-0.3280529,-0.16417223,8.0282545,0.46068144,-0.45340666,-0.11125275,-0.20181093,3.121573
328637,0.7204904,-0.050766073,8.331479,-0.29410577,-0.40728813,-0.10285785,-0.17044601,2.48986
328745,3.3771353,0.013241627,7.3125744,-0.84188527,-0.14206779,-0.093682595,0.28506973,4.3978505
328745,3.18516,0.0024911081,0.166324,-0.78220534,-0.12780112,-0.035140652,0.19629022,4.545495
328745,3.3839004,0.012428294,7.3123403,-0.8010528,-0.13378009,-0.093682595,0.20662448,4.3867497
328745,3.1686716,0.011715979,3.7025695,-0.7026641,-0.055739794,-0.09666679,-0.19008672,6.283845
329023,0.5980026,-0.17027108,7.017536,-0.046235688,-0.08422362,-0.10285785,-0.27277347,4.3896074
329455,-0.5828296,-0.13442445,7.099202,1.4053487,-0.035287723,-0.0932597,0.09407042,4.259122
329455,-0.60570055,-0.14150335,4.024275,0.52781063,0.75803673,-0.11125275,-0.0026439382,5.6899314
329737,0.5792795,-0.17242956,7.0408587,-0.34887594,-0.07870213,-0.09896621,-0.26796544,4.333068
329737,0.5862451,-0.052712746,8.411552,-0.66542524,-0.40219024,-0.09896621,-0.16563798,2.3012474
